cle,coup_denvoi,competition,code,marche,complement,p_brute,p_calibree,origine,resultat,version_moteur
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,BTTS_O,BTTS oui,0,0.475362,0.475362,calcul,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,DC_12,12,0,0.783416,0.783416,marche,perdu,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,DC_1X,1X,0,0.861544,0.861544,marche,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,DC_X2,X2,0,0.35504,0.35504,marche,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,DOM_2PLUS,dom +1.5,0,0.58498,0.58498,calcul,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,DOM_MARQUE,dom marque,0,0.86012,0.86012,calcul,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,EXT_2PLUS,ext +1.5,0,0.187329,0.214007,calcul,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,EXT_MARQUE,ext marque,0,0.545789,0.557159,calcul,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,HCP_A_+1,HC dom +1,0,0.60026,0.62066,calcul,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,HCP_H_+1,HC dom +1,0,0.958574,0.963353,calcul,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,MRG_H_2,HC dom -1,0,0.39974,0.37934,calcul,perdu,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,MRG_H_3,HC dom -2,0,0.199531,0.18451,calcul,perdu,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,OV_0.5,+0.5,0,0.930547,0.941629,calcul,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,OV_1.5,+1.5,0,0.767269,0.767269,calcul,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,OV_2.5,+2.5,0,0.519126,0.519126,marche,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,OV_3.5,+3.5,0,0.298326,0.298326,calcul,gagne,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,OV_4.5,+4.5,0,0.145562,0.139729,calcul,perdu,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,UN_0.5,+0.5,1,0.069453,0.058371,calcul,perdu,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,UN_1.5,+1.5,1,0.232731,0.232731,calcul,perdu,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,UN_2.5,+2.5,1,0.480874,0.480874,marche,perdu,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,UN_3.5,+3.5,1,0.701674,0.701674,calcul,perdu,4.0.0
TDP:2026-09-19:mafra:tirsense,2026-09-19T17:00:00+00:00,TDP,UN_4.5,+4.5,1,0.854438,0.860271,calcul,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,1X2_1,1,0,0.145641,0.145641,marche,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,1X2_2,2,0,0.627811,0.627811,marche,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,1X2_N,N,0,0.226548,0.226548,marche,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,BTTS_N,BTTS oui,1,0.530754,0.530754,calcul,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,BTTS_O,BTTS oui,0,0.469246,0.469246,calcul,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,DC_12,12,0,0.773452,0.773452,marche,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,DC_1X,1X,0,0.372189,0.372189,marche,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,DC_X2,X2,0,0.854359,0.854359,marche,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,DOM_2PLUS,dom +1.5,0,0.187287,0.187287,calcul,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,DOM_MARQUE,dom marque,0,0.545736,0.545736,calcul,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,EXT_2PLUS,ext +1.5,0,0.562738,0.598101,calcul,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,EXT_MARQUE,ext marque,0,0.848576,0.870532,calcul,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,HCP_A_+1,HC dom +1,0,0.955952,0.961096,calcul,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,HCP_H_+1,HC dom +1,0,0.620236,0.644991,calcul,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,MRG_A_2,HC dom -1,0,0.379764,0.355009,calcul,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,MRG_A_3,HC dom -2,0,0.183834,0.168255,calcul,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,OV_0.5,+0.5,0,0.925066,0.93473,calcul,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,OV_1.5,+1.5,0,0.753237,0.753237,calcul,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,OV_2.5,+2.5,0,0.5,0.5,marche,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,OV_3.5,+3.5,0,0.280789,0.280789,calcul,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,OV_4.5,+4.5,0,0.133652,0.128139,calcul,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,UN_0.5,+0.5,1,0.074934,0.06527,calcul,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,UN_1.5,+1.5,1,0.246763,0.246763,calcul,perdu,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,UN_2.5,+2.5,1,0.5,0.5,marche,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,UN_3.5,+3.5,1,0.719211,0.719211,calcul,gagne,4.0.0
TDP:2026-09-19:o-elvas:uniao-leiria,2026-09-19T17:00:00+00:00,TDP,UN_4.5,+4.5,1,0.866348,0.871861,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,1X2_1,1,0,0.469477,0.469477,marche,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,1X2_2,2,0,0.26328,0.26328,marche,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,1X2_N,N,0,0.267243,0.267243,marche,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,BTTS_N,BTTS oui,1,0.443293,0.443293,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,BTTS_O,BTTS oui,0,0.556707,0.556707,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,DC_12,12,0,0.732757,0.732757,marche,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,DC_1X,1X,0,0.73672,0.73672,marche,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,DC_X2,X2,0,0.530523,0.530523,marche,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,DOM_2PLUS,dom +1.5,0,0.479312,0.479312,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,DOM_MARQUE,dom marque,0,0.800744,0.800744,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,EXT_2PLUS,ext +1.5,0,0.322829,0.343888,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,EXT_MARQUE,ext marque,0,0.686478,0.710723,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,HCP_A_+1,HC dom +1,0,0.750551,0.778686,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,HCP_H_+1,HC dom +1,0,0.8908,0.902771,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,HT_1,MT 1,0,0.351029,0.353498,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,HT_2,MT 2,0,0.225018,0.220667,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,HT_N,MT N,0,0.423953,0.424062,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,HT_OV_0.5,MT +0.5,0,0.700006,0.700006,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,HT_OV_1.5,MT +1.5,0,0.353076,0.345335,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,HT_UN_0.5,MT +0.5,1,0.299994,0.299994,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,HT_UN_1.5,MT +1.5,1,0.646924,0.654665,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,MRG_A_2,HC dom -1,0,0.1092,0.096838,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,MRG_H_2,HC dom -1,0,0.249449,0.221314,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,MRG_H_3,HC dom -2,0,0.10401,0.092361,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,OV_0.5,+0.5,0,0.930516,0.941639,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,OV_1.5,+1.5,0,0.771307,0.771307,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,OV_2.5,+2.5,0,0.526316,0.526316,marche,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,OV_3.5,+3.5,0,0.302073,0.302073,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,OV_4.5,+4.5,0,0.148152,0.142167,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,UN_0.5,+0.5,1,0.069484,0.058361,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,UN_1.5,+1.5,1,0.228693,0.228693,calcul,perdu,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,UN_2.5,+2.5,1,0.473684,0.473684,marche,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,UN_3.5,+3.5,1,0.697927,0.697927,calcul,gagne,4.0.0
L1:2026-09-19:angers:troyes,2026-09-19T18:45:00+00:00,L1,UN_4.5,+4.5,1,0.851848,0.857833,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,1X2_1,1,0,0.34685,0.34685,marche,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,1X2_2,2,0,0.375376,0.375376,marche,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,1X2_N,N,0,0.277774,0.277774,marche,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,BTTS_N,BTTS oui,1,0.446241,0.446241,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,BTTS_O,BTTS oui,0,0.553759,0.553759,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,DC_12,12,0,0.722226,0.722226,marche,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,DC_1X,1X,0,0.624624,0.624624,marche,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,DC_X2,X2,0,0.65315,0.65315,marche,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,DOM_2PLUS,dom +1.5,0,0.378071,0.378071,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,DOM_MARQUE,dom marque,0,0.731213,0.731213,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,EXT_2PLUS,ext +1.5,0,0.399619,0.408801,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,EXT_MARQUE,ext marque,0,0.747243,0.785336,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,HCP_A_+1,HC dom +1,0,0.841711,0.858783,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,HCP_H_+1,HC dom +1,0,0.822601,0.842082,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,HT_1,MT 1,0,0.27386,0.252755,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,HT_2,MT 2,0,0.291175,0.304296,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,HT_N,MT N,0,0.434965,0.440472,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,HT_OV_0.5,MT +0.5,0,0.688903,0.688903,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,HT_OV_1.5,MT +1.5,0,0.339705,0.329164,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,HT_UN_0.5,MT +0.5,1,0.311097,0.311097,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,HT_UN_1.5,MT +1.5,1,0.660295,0.670836,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,MRG_A_2,HC dom -1,0,0.177399,0.157918,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,MRG_A_3,HC dom -2,0,0.064567,0.058453,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,MRG_H_2,HC dom -1,0,0.158289,0.141217,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,MRG_H_3,HC dom -2,0,0.055322,0.050226,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,OV_0.5,+0.5,0,0.924696,0.933795,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,OV_1.5,+1.5,0,0.756732,0.756732,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,OV_2.5,+2.5,0,0.505319,0.505319,marche,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,OV_3.5,+3.5,0,0.28352,0.28352,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,OV_4.5,+4.5,0,0.135483,0.129924,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,UN_0.5,+0.5,1,0.075304,0.066205,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,UN_1.5,+1.5,1,0.243268,0.243268,calcul,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,UN_2.5,+2.5,1,0.494681,0.494681,marche,perdu,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,UN_3.5,+3.5,1,0.71648,0.71648,calcul,gagne,4.0.0
L1:2026-09-19:le-mans:lorient,2026-09-19T18:45:00+00:00,L1,UN_4.5,+4.5,1,0.864517,0.870076,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,1X2_1,1,0,0.438097,0.438097,marche,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,1X2_2,2,0,0.311215,0.311215,marche,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,1X2_N,N,0,0.250688,0.250688,marche,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,BTTS_N,BTTS oui,1,0.353994,0.353994,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,BTTS_O,BTTS oui,0,0.646006,0.646006,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,DC_12,12,0,0.749312,0.749312,marche,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,DC_1X,1X,0,0.688785,0.688785,marche,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,DC_X2,X2,0,0.561903,0.561903,marche,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,DOM_2PLUS,dom +1.5,0,0.528615,0.528615,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,DOM_MARQUE,dom marque,0,0.829914,0.829914,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,EXT_2PLUS,ext +1.5,0,0.433518,0.432554,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,EXT_MARQUE,ext marque,0,0.771049,0.805138,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,HCP_A_+1,HC dom +1,0,0.760037,0.787403,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,HCP_H_+1,HC dom +1,0,0.850895,0.86681,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,HT_1,MT 1,0,0.343753,0.34479,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,HT_2,MT 2,0,0.265506,0.266482,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,HT_N,MT N,0,0.390741,0.374571,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,HT_OV_0.5,MT +0.5,0,0.754497,0.754497,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,HT_OV_1.5,MT +1.5,0,0.427344,0.426493,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,HT_UN_0.5,MT +0.5,1,0.245503,0.245503,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,HT_UN_1.5,MT +1.5,1,0.572656,0.573507,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,MRG_A_2,HC dom -1,0,0.149105,0.13319,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,MRG_A_3,HC dom -2,0,0.055584,0.05046,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,MRG_H_2,HC dom -1,0,0.239963,0.212597,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,MRG_H_3,HC dom -2,0,0.104933,0.093149,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,OV_0.5,+0.5,0,0.954957,0.952995,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,OV_1.5,+1.5,0,0.840769,0.840769,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,OV_2.5,+2.5,0,0.629552,0.652522,calcul,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,OV_3.5,+3.5,0,0.410256,0.410256,marche,gagne,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,OV_4.5,+4.5,0,0.227572,0.216925,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,UN_0.5,+0.5,1,0.045043,0.047005,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,UN_1.5,+1.5,1,0.159231,0.159231,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,UN_2.5,+2.5,1,0.370448,0.347478,calcul,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,UN_3.5,+3.5,1,0.589744,0.589744,marche,perdu,4.0.0
L1:2026-09-19:lyon:stade-rennais,2026-09-19T18:45:00+00:00,L1,UN_4.5,+4.5,1,0.772428,0.783075,calcul,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,1X2_1,1,0,0.577601,0.577601,marche,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,1X2_2,2,0,0.193827,0.193827,marche,perdu,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,1X2_N,N,0,0.228571,0.228571,marche,perdu,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,BTTS_N,BTTS oui,1,0.432649,0.432649,calcul,perdu,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,BTTS_O,BTTS oui,0,0.567351,0.567351,calcul,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,DC_12,12,0,0.771429,0.771429,marche,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,DC_1X,1X,0,0.806173,0.806173,marche,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,DC_X2,X2,0,0.422399,0.422399,marche,perdu,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,DOM_2PLUS,dom +1.5,0,0.583617,0.583617,calcul,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,DOM_MARQUE,dom marque,0,0.859426,0.859426,calcul,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,EXT_2PLUS,ext +1.5,0,0.285809,0.300282,calcul,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,EXT_MARQUE,ext marque,0,0.653079,0.669703,calcul,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,HCP_A_+1,HC dom +1,0,0.652427,0.684201,calcul,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,HCP_H_+1,HC dom +1,0,0.927551,0.935934,calcul,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,HT_1,MT 1,0,0.424017,0.439222,calcul,perdu,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,HT_2,MT 2,0,0.181944,0.185738,calcul,perdu,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,HT_N,MT N,0,0.394039,0.379486,calcul,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,HT_OV_0.5,MT +0.5,0,0.730473,0.730473,calcul,perdu,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,HT_OV_1.5,MT +1.5,0,0.391982,0.38785,calcul,perdu,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,HT_UN_0.5,MT +0.5,1,0.269527,0.269527,calcul,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,HT_UN_1.5,MT +1.5,1,0.608018,0.61215,calcul,gagne,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,MRG_A_2,HC dom -1,0,0.072449,0.063443,calcul,perdu,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,MRG_H_2,HC dom -1,0,0.347573,0.315799,calcul,perdu,4.0.0
L1:2026-09-19:toulouse:le-havre,2026-09-19T18:45:00+00:00,L1,MRG_H_3,HC dom -2,0,0.169289,0.153192,calcul,perdu,4.0.0
